PROVINCE	MUNICIPALITY/CITY	BARANGAY	HOUSEHOLD ID	FIRST NAME	MIDDLE NAME	LAST NAME	SEX	AGE	SOCIAL SERVICE / PROGRAM	TYPE OF ASSISTANCE PROVIDED	"SPECIFY (name of skill training, name of training, specific assistance, goods, amount, and others)"	"REMARKS (specify agency, individual, organization who provided the assistance and any other pertinent details)"	DATE RECEIVED (MM/DD/YYYY)
Laguna	Calamba	Sirang Lupa	251	Clara	Carn	Santos	Male	51	OTHER_CAPABILITY_BUILDING_SUPPORT	Job Fair	Basic assistance	DOLE - Regular program. Contact: local coordinator	05/21/2023
Laguna	Liliw	Mapagong	521	María	López	Gómez	Female	26	OTHER_PROGRAM	Voucher	Standard package	Private Donor - Pilot program. Contact: regional office	09/04/2022
Laguna	Cavinti	Looc	79	Clara	López	Santos	Female	26	LIVELIHOOD_ASSISTANCE	Mental Health Support	Standard package	Local Government - Regular program. Contact: main branch	03/19/2025
Laguna	Santa Cruz	San Agustín (Antipolo)	52	Miguel	Pérez	Cruz	Male	35	DISASTER_RELIEF_ASSISTANCE	Medical Assistance	Wheelchair	Provincial Government - Special initiative. Contact: main branch	04/18/2025
Laguna	Kalayaan	Real	898	María	Cruz	Galang	Female	28	AICS	Medical Assistance	"PHP 10,000"	Private Donor - Emergency response. Contact: local coordinator	05/07/2024
Laguna	Santa Rosa	Del Carmen	921	Pedro	Carn	Santos	Male	30	MEDICAL_SERVICES	Cash for Training	Basic assistance	World Vision - Annual assistance. Contact: main branch	03/10/2021
Laguna	Cavinti	Turbina	781	Clara	López	Gómez	Female	55	SLP	Vaccination	Standard package	Community Organization - Pilot program. Contact: regional office	08/25/2022
Laguna	Kalayaan	Sirang Lupa	226	James	Pérez	López	Female	26	OTHER_PROGRAM	Food Items	Food Pack	DA - Emergency response. Contact: regional office	01/17/2021
Laguna	Famy	Palo-Alto	51	Juan	Santos	Reyes	Female	33	SOCIAL_PENSION	Consultation/Medical Check-Up	Crutches	Community Organization - Special initiative. Contact: main branch	04/29/2023
Laguna	Luisiana	San Vicente	186	Janna	López	García	Female	21	SOCIAL_PENSION	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Level 1 support	DSWD - Special initiative	05/29/2023
Laguna	Bay	Sirang Lupa	34	Miguel	Reyes	Pérez	Female	51	OTHER_CAPABILITY_BUILDING_SUPPORT	GAD Trainings	3-day conference	Private Donor - Regular program. Contact: local coordinator	04/15/2023
Laguna	Alaminos	Mapagong	803	Juan	Reyes	Santos	Female	24	MEDICAL_SERVICES	Tutorial Sessions	Standard package	DA - Emergency response. Contact: regional office	06/30/2022
Laguna	Majayjay	Punta	742	Juan	Santos	Cruz	Female	32	MEDICAL_SERVICES	Food for Work	Level 1 support	DA - Emergency response. Contact: regional office	03/01/2021
Laguna	Rizal	San José	131	Ana	Gómez	Pérez	Male	74	SOCIAL_PENSION	Food Items	Canned Goods (10 pcs)	World Vision - Annual assistance. Contact: local coordinator	07/03/2021
Laguna	Rizal	Ulango	632	Miguel	Cruz	Galang	Female	55	DISASTER_RELIEF_ASSISTANCE	Surgical Procedures	"PHP 3,000"	Caritas - Emergency response. Contact: main branch	04/18/2023
Laguna	Victoria	Zapote	443	Miguel	Gómez	Gómez	Male	28	LIVELIHOOD_ASSISTANCE	Equipment/School Materials	Laptop	DA - Special initiative. Contact: local coordinator	10/20/2024
Laguna	San Pablo	Turbina	838	María	Carn	Cruz	Female	49	OTHER_CAPABILITY_BUILDING_SUPPORT	Food for Work	Basic assistance	DA - Regular program. Contact: main branch	10/19/2023
Laguna	Calamba	Ulango	759	Ana	Gómez	García	Male	44	SOCIAL_PENSION	Activity Involvement/Advocacy	Standard package	Community Organization - Regular program. Contact: regional office	12/28/2024
Laguna	Biñan	Barangay II (Poblacion)	432	Pedro	Carn	García	Female	47	MEDICAL_SERVICES	Skills Training	Sewing	Anonymous Donor - Special initiative	05/07/2024
Laguna	Luisiana	Santo Domingo	704	Janna	López	Cruz	Female	69	OTHER_PROGRAM	Financial	"PHP 3,000"	DOH - Special initiative. Contact: main branch	01/23/2023
Laguna	Famy	Punta	497	Pedro	Reyes	Santos	Male	34	AICS	Medical Supplies	Wheelchair	World Vision - Pilot program. Contact: main branch	06/09/2024
Laguna	Pila	San Agustín (Antipolo)	403	James	Cruz	Santos	Female	53	OTHER_PROGRAM	Tutorial Sessions	Enhanced support	Anonymous Donor - Pilot program. Contact: local coordinator	12/24/2022
Laguna	Santa Maria	Maunong	323	Janna	Cruz	Galang	Female	36	OTHER_PROGRAM	Dental Services	Level 1 support	USAID - Special initiative. Contact: regional office	10/23/2024
Laguna	Biñan	Ulango	210	Ana	Cruz	López	Female	24	LIVELIHOOD_ASSISTANCE	Surgical Procedures	Crutches	Community Organization - Annual assistance. Contact: main branch	12/24/2024
Laguna	Alaminos	Palo-Alto	615	Clara	López	Galang	Female	60	SLP	Tutorial Sessions	Basic assistance	DOLE - Emergency response	02/17/2024
Laguna	Biñan	Lingga	329	Clara	Carn	Reyes	Female	62	OTHER_CAPABILITY_BUILDING_SUPPORT	Food Items	Food Pack	Red Cross - Pilot program. Contact: main branch	11/26/2021
Laguna	Calamba	Mayapa	372	Ana	Cruz	López	Male	76	SOCIAL_PENSION	Transportation Allowance	Standard package	UNICEF - Regular program	05/23/2024
Laguna	Magdalena	San Ildefonso	460	Pedro	López	Gómez	Female	75	PWD_ASSISTANCE	Activity Involvement/Advocacy	Level 1 support	Local Government - Special initiative. Contact: local coordinator	09/07/2024
Laguna	Mabitac	Masili	133	Ana	López	Pérez	Male	38	SLP	Values Formation	Week-long training	Anonymous Donor - Special initiative. Contact: main branch	03/18/2024
Laguna	Biñan	San Antonio	835	Ana	Santos	Gómez	Male	45	MEDICAL_SERVICES	Food for Work	Basic assistance	DA - Annual assistance. Contact: local coordinator	12/02/2024
Laguna	Alaminos	San José	651	Juan	García	Reyes	Male	20	OTHER_PROGRAM	Equipment/School Materials	Books	USAID - Special initiative	11/01/2024
Laguna	Calamba	Barangay II (Poblacion)	121	James	Gómez	Galang	Male	31	OTHER_PROGRAM	Food for Work	Basic assistance	USAID - Special initiative	02/20/2023
Laguna	Santa Cruz	Barangay III (Poblacion)	606	Miguel	Cruz	López	Male	19	OTHER_CAPABILITY_BUILDING_SUPPORT	Capital/Starter Kit	Basic assistance	DA - Emergency response. Contact: main branch	09/05/2024
Laguna	Rizal	Palo-Alto	452	Clara	García	López	Male	46	SLP	Job Fair	Standard package	Anonymous Donor - Special initiative. Contact: main branch	10/26/2023
Laguna	Mabitac	San Isidro	965	Juan	Carn	Reyes	Male	35	SUPPLEMENTAL_FEEDING	Food Items	Rice (10kg)	Red Cross - Regular program. Contact: local coordinator	02/06/2022
Laguna	Cavinti	San Roque	129	Ana	López	Gómez	Male	54	MEDICAL_SERVICES	Food for Work	Level 1 support	Anonymous Donor - Pilot program. Contact: regional office	09/20/2022
Laguna	Santa Maria	San Gregorio	91	María	Pérez	Cruz	Female	62	AICS	Capital/Starter Kit	Enhanced support	Private Donor - Annual assistance	07/22/2021
Laguna	Kalayaan	Casile	604	Juan	Gómez	Santos	Male	62	PWD_ASSISTANCE	Vaccination	Basic assistance	DOH - Special initiative. Contact: main branch	11/27/2023
Laguna	Magdalena	San José	575	Ana	Gómez	López	Female	41	KALAHI	Consultation/Medical Check-Up	Medical Kit	World Vision - Emergency response. Contact: local coordinator	02/23/2021
Laguna	Magdalena	San Benito (Palita)	29	Clara	Cruz	Pérez	Male	73	SOCIAL_PENSION	Voucher	Level 1 support	DOH - Regular program. Contact: main branch	10/15/2021
Laguna	Santa Cruz	Mapagong	722	Miguel	Pérez	Pérez	Male	63	EDUCATIONAL_ASSISTANCE	Burial Assistance	Standard package	World Vision - Special initiative. Contact: regional office	07/31/2024
Laguna	Liliw	Makiling	524	Ana	Reyes	López	Female	29	EDUCATIONAL_ASSISTANCE	Consultation/Medical Check-Up	"PHP 3,000"	USAID - Annual assistance	12/05/2023
Laguna	Santa Rosa	Palma	333	James	Carn	Reyes	Male	70	MEDICAL_SERVICES	Dental Services	Level 1 support	DOLE - Pilot program	10/11/2021
Laguna	Lumban	Makiling	297	Pedro	Santos	López	Female	62	SOCIAL_PENSION	Cash for Work	Basic assistance	Private Donor - Annual assistance. Contact: local coordinator	04/13/2023
Laguna	Pagsanjan	Barangay III (Poblacion)	130	Janna	Santos	Gómez	Male	49	KALAHI	Surgical Procedures	"PHP 3,000"	UNICEF - Annual assistance	08/05/2022
Laguna	Cavinti	Majada Labas	293	Juan	García	Reyes	Female	35	SLP	Scholarship Grants	Enhanced support	USAID - Annual assistance. Contact: local coordinator	02/11/2021
Laguna	Nagcarlan	Santo Tomás (Calabuso)	173	Juan	López	Cruz	Female	30	SUPPLEMENTAL_FEEDING	Vaccination	Standard package	UNICEF - Emergency response. Contact: regional office	12/11/2024
Laguna	Pakil	Saimsim	720	Juan	García	Pérez	Male	21	AICS	Values Formation	1-day seminar	Local Government - Regular program. Contact: main branch	09/29/2021
Laguna	Siniloan	San Cristóbal	944	Ana	Reyes	López	Male	40	SLP	Honorarium	Standard package	DSWD - Emergency response. Contact: main branch	03/10/2024
Laguna	Cabuyao	Real	24	Miguel	Reyes	García	Male	79	PWD_ASSISTANCE	Values Formation	3-day conference	DA - Pilot program. Contact: regional office	07/06/2023
Laguna	Victoria	Saimsim	99	James	Gómez	Galang	Male	71	SLP	Consultation/Medical Check-Up	"PHP 3,000"	Local Government - Pilot program. Contact: local coordinator	07/25/2022
Laguna	Calamba	Maunong	406	Miguel	Santos	Pérez	Female	27	KALAHI	Voucher	Enhanced support	World Vision - Special initiative	01/22/2023
Laguna	Rizal	San Miguel	356	Ana	Pérez	Cruz	Female	72	SUPPLEMENTAL_FEEDING	Agricultural and Fisheries	Level 1 support	Anonymous Donor - Regular program. Contact: local coordinator	02/16/2021
Laguna	Cavinti	Súcol	139	Ana	Cruz	García	Female	22	PWD_ASSISTANCE	Medical Supplies	Crutches	World Vision - Pilot program. Contact: regional office	04/05/2024
Laguna	Lumban	San Agustín (Antipolo)	503	Pedro	Santos	Pérez	Female	67	KALAHI	Burial Assistance	Standard package	World Vision - Emergency response	05/06/2021
Laguna	Magdalena	San Benito (Palita)	826	María	Santos	Cruz	Female	57	EDUCATIONAL_ASSISTANCE	Parent Effectiveness Trainings	Level 1 support	Anonymous Donor - Regular program. Contact: regional office	04/17/2022
Laguna	Los Baños	Ulango	174	James	Pérez	Santos	Female	31	DISASTER_RELIEF_ASSISTANCE	Agricultural and Fisheries	Level 1 support	DepEd - Pilot program. Contact: main branch	03/22/2023
Laguna	Siniloan	San Agustín (Antipolo)	29	Juan	Gómez	Cruz	Female	77	EDUCATIONAL_ASSISTANCE	Dental Services	Basic assistance	Private Donor - Annual assistance. Contact: local coordinator	09/13/2022
Laguna	Cabuyao	Mapagong	931	Janna	Gómez	Cruz	Male	51	DISASTER_RELIEF_ASSISTANCE	Dental Services	Enhanced support	DOLE - Annual assistance. Contact: main branch	11/08/2022
Laguna	Lumban	Looc	496	Juan	Pérez	Santos	Male	45	SOCIAL_PENSION	Skills Training	Computer Literacy	Caritas - Annual assistance. Contact: regional office	01/05/2022
Laguna	Cavinti	Saimsim	655	Miguel	Reyes	López	Male	25	MEDICAL_SERVICES	Alternative Learning System	Enhanced support	Caritas - Special initiative. Contact: main branch	02/10/2023
Laguna	Santa Maria	Barangay III (Poblacion)	828	Ana	Pérez	Galang	Male	33	EDUCATIONAL_ASSISTANCE	Vaccination	Level 1 support	DOH - Emergency response. Contact: local coordinator	08/11/2022
Laguna	Pagsanjan	Punta	351	James	García	Gómez	Male	48	OTHER_CAPABILITY_BUILDING_SUPPORT	Scholarship Grants	Enhanced support	Caritas - Emergency response	01/07/2021
Laguna	Pila	San Juan	554	Clara	Reyes	García	Male	24	SUPPLEMENTAL_FEEDING	Honorarium	Level 1 support	Red Cross - Annual assistance. Contact: regional office	11/29/2022
Laguna	Santa Rosa	Barangay I (Poblacion)	299	James	Pérez	Pérez	Male	20	OTHER_CAPABILITY_BUILDING_SUPPORT	Skills Training	Hairdressing	World Vision - Annual assistance. Contact: regional office	07/23/2024
Laguna	Bay	Milagrosa	720	James	López	Gómez	Male	46	KALAHI	Transportation Allowance	Standard package	DA - Annual assistance. Contact: local coordinator	03/06/2021
Laguna	Liliw	Súcol	842	María	Reyes	Reyes	Female	53	SOCIAL_PENSION	Burial Assistance	Standard package	DOH - Pilot program	07/21/2021
Laguna	Lumban	Zapote	945	Juan	Reyes	Galang	Male	78	SLP	Consultation/Medical Check-Up	"PHP 10,000"	DA - Pilot program	05/22/2021
Laguna	Victoria	San Andrés	192	María	Santos	Gómez	Male	56	KALAHI	Equipment/School Materials	Laptop	Anonymous Donor - Regular program. Contact: regional office	01/27/2024
Laguna	San Pedro	San Agustín (Antipolo)	672	Clara	Cruz	Pérez	Male	21	KALAHI	Honorarium	Basic assistance	DOH - Special initiative. Contact: regional office	03/28/2023
Laguna	Pangil	Palingon	64	Clara	Santos	Cruz	Female	26	OTHER_PROGRAM	Transportation Allowance	Standard package	Private Donor - Pilot program. Contact: main branch	08/05/2021
Laguna	Calauan	Timbao	755	Pedro	Carn	Gómez	Male	72	OTHER_CAPABILITY_BUILDING_SUPPORT	Mental Health Support	Standard package	Provincial Government - Special initiative. Contact: regional office	09/18/2023
Laguna	Santa Rosa	San Roque	770	Miguel	Reyes	Reyes	Female	34	SLP	Agricultural and Fisheries	Standard package	Community Organization - Regular program. Contact: local coordinator	08/09/2024
Laguna	Santa Rosa	Santa Rosa	664	Janna	Pérez	Santos	Female	66	SOCIAL_PENSION	Leadership Skills Training	Enhanced support	DA - Regular program. Contact: local coordinator	03/12/2025
Laguna	Luisiana	San José	215	Pedro	Pérez	Gómez	Male	37	OTHER_PROGRAM	Dental Services	Standard package	Community Organization - Annual assistance. Contact: main branch	03/03/2024
Laguna	Luisiana	Palo-Alto	834	Ana	Pérez	Galang	Female	31	DISASTER_RELIEF_ASSISTANCE	Values Formation	3-day conference	Private Donor - Pilot program. Contact: local coordinator	09/19/2021
Laguna	Pakil	San Roque	166	María	Reyes	López	Male	63	OTHER_CAPABILITY_BUILDING_SUPPORT	Job Fair	Enhanced support	Community Organization - Emergency response. Contact: local coordinator	10/11/2021
Laguna	Victoria	Zapote	543	María	Pérez	García	Male	46	SOCIAL_PENSION	Honorarium	Enhanced support	World Vision - Pilot program. Contact: main branch	04/12/2021
Laguna	Victoria	Barangay III (Poblacion)	883	Pedro	Carn	Galang	Male	74	OTHER_PROGRAM	Scholarship Grants	Level 1 support	Red Cross - Regular program. Contact: main branch	01/12/2022
Laguna	Los Baños	Barangay I (Poblacion)	232	Ana	Reyes	Galang	Female	30	DISASTER_RELIEF_ASSISTANCE	Agricultural and Fisheries	Basic assistance	Red Cross - Special initiative. Contact: local coordinator	07/25/2021
Laguna	Santa Cruz	Saimsim	794	James	Pérez	López	Male	53	SOCIAL_PENSION	GAD Trainings	3-day conference	DSWD - Regular program. Contact: local coordinator	11/03/2023
Laguna	Rizal	Uwisan	541	Ana	Reyes	Reyes	Male	62	SOCIAL_PENSION	Medical Supplies	Crutches	World Vision - Pilot program. Contact: main branch	01/31/2023
Laguna	Santa Rosa	Majada Labas	195	Juan	López	Santos	Male	70	DISASTER_RELIEF_ASSISTANCE	GAD Trainings	3-day conference	Local Government - Pilot program. Contact: local coordinator	02/21/2024
Laguna	San Pedro	Mayapa	506	Pedro	Reyes	López	Female	34	DISASTER_RELIEF_ASSISTANCE	Parent Effectiveness Trainings	Enhanced support	Red Cross - Annual assistance. Contact: main branch	01/10/2021
Laguna	Cavinti	San Miguel	334	Miguel	Carn	Pérez	Female	64	SLP	GAD Trainings	2-day workshop	Private Donor - Regular program. Contact: local coordinator	04/05/2024
Laguna	Victoria	Real	768	Ana	Santos	Santos	Female	79	SOCIAL_PENSION	Leadership Skills Training	Basic assistance	Provincial Government - Regular program. Contact: main branch	05/31/2021
Laguna	Alaminos	Real	793	James	Reyes	López	Female	67	KALAHI	Medical Supplies	"PHP 10,000"	DOH - Annual assistance. Contact: local coordinator	11/27/2023
Laguna	Alaminos	San Juan	304	Ana	Cruz	Galang	Male	60	LIVELIHOOD_ASSISTANCE	Capital/Starter Kit	Standard package	DSWD - Pilot program. Contact: local coordinator	02/15/2023
Laguna	San Pedro	Calo	833	María	Carn	Santos	Male	21	PWD_ASSISTANCE	Surgical Procedures	Medical Kit	USAID - Annual assistance. Contact: regional office	02/06/2025
Laguna	Santa Maria	Mayapa	437	Janna	García	Reyes	Female	77	LIVELIHOOD_ASSISTANCE	Honorarium	Standard package	Private Donor - Pilot program. Contact: local coordinator	01/07/2025
Laguna	Victoria	Santo Tomás (Calabuso)	323	María	López	Reyes	Male	37	AICS	Mental Health Support	Enhanced support	DOLE - Annual assistance. Contact: main branch	09/27/2024
Laguna	San Pedro	San Benito (Palita)	502	Miguel	Carn	García	Female	28	EDUCATIONAL_ASSISTANCE	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Standard package	Provincial Government - Pilot program. Contact: main branch	10/26/2023
Laguna	Pakil	Puting Lupa	858	Clara	Santos	Santos	Male	59	PWD_ASSISTANCE	Dental Services	Standard package	World Vision - Pilot program. Contact: local coordinator	06/09/2023
Laguna	Lumban	Santo Tomás (Calabuso)	914	Janna	Pérez	García	Male	39	SUPPLEMENTAL_FEEDING	Vaccination	Level 1 support	Anonymous Donor - Regular program	06/03/2024
Laguna	Kalayaan	Makiling	393	Clara	Pérez	Pérez	Female	62	KALAHI	Cash for Work	Enhanced support	World Vision - Pilot program. Contact: local coordinator	04/12/2025
Laguna	Biñan	Masili	806	Ana	Carn	López	Female	71	OTHER_CAPABILITY_BUILDING_SUPPORT	Honorarium	Enhanced support	Anonymous Donor - Special initiative. Contact: regional office	02/22/2024
Laguna	Cavinti	Paciano Rizal	599	Juan	García	Cruz	Male	25	SLP	Surgical Procedures	Medical Kit	USAID - Pilot program. Contact: main branch	02/07/2022
Laguna	Calauan	Sirang Lupa	149	Miguel	Pérez	Pérez	Female	45	EDUCATIONAL_ASSISTANCE	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Basic assistance	DepEd - Special initiative. Contact: local coordinator	07/28/2023
Laguna	Famy	Makiling	761	Ana	López	Reyes	Male	62	LIVELIHOOD_ASSISTANCE	Food for Work	Level 1 support	DSWD - Pilot program. Contact: regional office	03/22/2023
Laguna	Santa Maria	Del Carmen	833	James	Cruz	Galang	Male	58	SLP	Agricultural and Fisheries	Basic assistance	DOH - Regular program. Contact: regional office	11/25/2023
Laguna	Kalayaan	Real	405	Ana	García	Gómez	Male	47	DISASTER_RELIEF_ASSISTANCE	Equipment/School Materials	Books	Community Organization - Regular program. Contact: regional office	06/14/2024
Laguna	Victoria	Pansol	283	Janna	Gómez	Reyes	Male	50	KALAHI	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Level 1 support	World Vision - Special initiative. Contact: main branch	01/31/2025
Laguna	Calamba	San Miguel	362	María	Gómez	Cruz	Female	50	SLP	Cash for Training	Standard package	World Vision - Emergency response. Contact: local coordinator	05/14/2022
Laguna	Alaminos	Santo Domingo	379	Juan	Carn	Galang	Male	64	SOCIAL_PENSION	Activity Involvement/Advocacy	Enhanced support	Provincial Government - Special initiative	05/27/2022
Laguna	Pagsanjan	San Vicente	198	Clara	García	Santos	Male	71	LIVELIHOOD_ASSISTANCE	Voucher	Enhanced support	DSWD - Special initiative. Contact: main branch	11/13/2021
Laguna	Liliw	Ulango	556	Ana	Pérez	Gómez	Male	53	SUPPLEMENTAL_FEEDING	Burial Assistance	Standard package	World Vision - Pilot program	10/30/2021
Laguna	Luisiana	San Isidro	356	Ana	Pérez	Santos	Female	44	AICS	Parent Effectiveness Trainings	Level 1 support	DSWD - Pilot program. Contact: local coordinator	01/31/2024
Laguna	San Pablo	Majada Labas	540	María	Carn	Pérez	Male	37	SUPPLEMENTAL_FEEDING	Surgical Procedures	"PHP 10,000"	UNICEF - Pilot program. Contact: local coordinator	08/28/2024
Laguna	Magdalena	San Isidro	429	Juan	Pérez	Gómez	Female	50	SUPPLEMENTAL_FEEDING	Mental Health Support	Level 1 support	DOLE - Annual assistance. Contact: local coordinator	03/23/2021
Laguna	Santa Maria	Saimsim	17	Pedro	Pérez	Reyes	Female	42	LIVELIHOOD_ASSISTANCE	Cash for Work	Standard package	DA - Annual assistance. Contact: local coordinator	10/20/2022
Laguna	Pila	Masaya	639	Clara	Cruz	Galang	Female	61	DISASTER_RELIEF_ASSISTANCE	Skills Training	Carpentry	Caritas - Pilot program. Contact: local coordinator	07/12/2021
Laguna	San Pablo	Palingon	379	Ana	Cruz	López	Female	60	PWD_ASSISTANCE	Financial	"PHP 5,000"	Private Donor - Annual assistance. Contact: main branch	08/12/2021
Laguna	Kalayaan	Casile	680	Ana	Santos	Gómez	Female	36	SLP	Food for Work	Basic assistance	DA - Special initiative. Contact: local coordinator	02/22/2021
